,target,location,aircraft_damage,make,model,number_of_engines,engine_type,weather_conditions,phase_of_flight,Year,Month,Day,injuries,pax_onboard,fatality_percentage,survived,amateur_built
4445,Non-Fatal,7136,2,236,1440,1.0,0,2,5,1991,3,14,0.0,1.0,0.0,1,0
4446,Non-Fatal,6969,2,236,1228,1.0,0,2,3,1993,10,23,1.0,2.0,0.0,2,0
4447,Non-Fatal,850,0,236,2426,1.0,0,2,4,1982,9,11,1.0,1.0,0.0,1,0
4448,Fatal,8738,0,236,711,1.0,0,0,0,1991,3,15,2.0,2.0,100.0,0,0
4449,Non-Fatal,7916,2,236,933,2.0,0,2,5,1993,10,22,0.0,2.0,0.0,2,0
4450,Fatal,1884,0,236,5443,1.0,0,0,6,1993,10,22,4.0,4.0,100.0,0,0
4451,Non-Fatal,11109,2,236,1207,2.0,0,2,4,1993,10,21,0.0,3.0,0.0,3,0
4452,Non-Fatal,11209,1,236,2375,2.0,3,2,5,1991,3,18,0.0,2.0,0.0,2,0
4453,Non-Fatal,7817,2,236,946,2.0,0,2,11,1993,10,17,1.0,1.0,0.0,1,0
4454,Non-Fatal,8499,2,236,2448,2.0,3,2,5,1993,10,12,0.0,3.0,0.0,3,0
4455,Non-Fatal,12388,2,236,1440,1.0,0,0,0,1993,10,12,0.0,2.0,0.0,2,0
4456,Non-Fatal,1579,0,236,918,2.0,0,2,9,1991,3,21,1.0,1.0,0.0,1,0
4457,Non-Fatal,10925,2,236,3159,1.0,0,2,5,1982,9,12,0.0,4.0,0.0,4,0
4458,Non-Fatal,10182,2,236,1442,1.0,0,2,0,1993,10,22,3.0,4.0,0.0,4,0
4459,Non-Fatal,2805,2,236,694,1.0,0,2,9,1993,12,26,0.0,4.0,0.0,4,0
4460,Non-Fatal,5425,2,236,1366,1.0,0,2,2,1993,12,26,0.0,2.0,0.0,2,0
4461,Fatal,7865,0,236,941,2.0,0,2,9,1982,9,24,5.0,5.0,20.0,4,0
4462,Non-Fatal,10582,1,236,2097,2.0,3,2,2,1994,3,16,0.0,5.0,0.0,5,0
4463,Non-Fatal,4882,2,236,2671,2.0,0,2,4,1990,12,4,1.0,1.0,0.0,1,0
4464,Fatal,9393,0,236,1424,1.0,0,0,2,1990,12,5,2.0,2.0,100.0,0,0
4465,Fatal,814,0,236,1295,2.0,0,2,2,1994,3,15,1.0,1.0,100.0,0,0
4466,Non-Fatal,6102,2,236,339,2.0,0,2,10,1994,3,14,1.0,2.0,0.0,2,0
4467,Non-Fatal,3324,2,236,519,1.0,0,2,2,1990,12,8,0.0,3.0,0.0,3,0
4468,Non-Fatal,624,2,236,2426,1.0,0,2,2,1994,3,11,0.0,3.0,0.0,3,0
4469,Non-Fatal,4203,2,236,1422,1.0,0,2,5,1990,11,29,0.0,1.0,0.0,1,0
4470,Non-Fatal,1317,2,236,731,2.0,0,2,1,1990,12,9,0.0,1.0,0.0,1,0
4471,Non-Fatal,5263,0,236,694,1.0,0,0,9,1982,10,4,1.0,1.0,0.0,1,0
4472,Non-Fatal,3862,2,236,2074,1.0,0,2,10,1990,12,9,0.0,2.0,0.0,2,0
4473,Fatal,4023,0,236,1290,2.0,0,2,6,1982,10,3,5.0,5.0,100.0,0,0
4474,Non-Fatal,8468,2,236,5540,1.0,0,2,2,1990,12,11,0.0,1.0,0.0,1,0
4475,Non-Fatal,1085,2,236,941,2.0,0,2,5,1994,3,6,0.0,2.0,0.0,2,0
4476,Non-Fatal,6572,2,236,3159,1.0,0,2,1,1990,12,15,0.0,1.0,0.0,1,0
4477,Non-Fatal,2558,2,236,698,1.0,0,2,10,1990,12,15,0.0,1.0,0.0,1,0
4478,Non-Fatal,1210,2,236,932,2.0,0,2,5,1982,10,4,4.0,4.0,0.0,4,0
4479,Fatal,12885,0,236,2374,2.0,0,2,6,1982,10,3,3.0,3.0,100.0,0,0
4480,Non-Fatal,270,2,236,933,2.0,0,2,2,1982,10,8,0.0,2.0,0.0,2,0
4481,Non-Fatal,4562,2,236,1298,2.0,0,2,5,1994,3,21,0.0,3.0,0.0,3,0
4482,Non-Fatal,1696,2,236,1920,1.0,0,2,1,1990,11,18,0.0,2.0,0.0,2,0
4483,Non-Fatal,1413,1,236,3691,1.0,0,2,1,1990,11,18,0.0,1.0,0.0,1,0
4484,Fatal,6268,0,236,5443,1.0,0,2,2,1990,11,19,2.0,2.0,100.0,0,0
4485,Fatal,7032,0,236,1422,1.0,0,0,2,1982,1,23,1.0,1.0,100.0,0,0
4486,Non-Fatal,365,2,236,694,1.0,0,2,5,1994,4,4,0.0,1.0,0.0,1,0
4487,Non-Fatal,11624,2,236,979,2.0,0,2,5,1990,11,21,0.0,6.0,0.0,6,0
4488,Fatal,5248,0,236,1290,2.0,0,2,0,1990,11,21,3.0,3.0,100.0,0,0
4489,Fatal,6647,0,236,1424,1.0,0,2,3,1982,10,11,1.0,1.0,100.0,0,0
4490,Non-Fatal,11132,2,236,2436,1.0,0,2,10,1982,10,11,0.0,1.0,0.0,1,0
4491,Fatal,13606,0,236,1291,2.0,0,2,0,1990,11,21,2.0,2.0,100.0,0,0
4492,Fatal,9176,2,236,1439,1.0,0,2,0,1982,10,10,4.0,4.0,100.0,0,0
4493,Fatal,4953,0,236,943,2.0,0,2,0,1994,3,27,2.0,2.0,50.0,1,0
4494,Non-Fatal,2902,2,236,2426,1.0,0,2,5,1994,3,26,0.0,2.0,0.0,2,0
4495,Non-Fatal,7236,2,236,5540,1.0,0,2,10,1982,10,9,0.0,1.0,0.0,1,0
4496,Non-Fatal,11145,2,236,2426,1.0,0,2,5,1982,10,9,0.0,2.0,0.0,2,0
4497,Non-Fatal,4269,2,236,3713,1.0,0,2,9,1982,10,8,0.0,1.0,0.0,1,0
4498,Non-Fatal,11583,2,236,6475,1.0,0,2,5,1994,4,2,1.0,2.0,0.0,2,0
4499,Non-Fatal,13385,2,236,933,2.0,0,2,5,1991,4,5,0.0,2.0,0.0,2,0
4500,Non-Fatal,10448,2,236,1440,1.0,0,2,2,1982,10,3,0.0,2.0,0.0,2,0
4501,Non-Fatal,1971,0,236,2683,1.0,0,0,2,1990,12,19,0.0,2.0,0.0,2,0
4502,Non-Fatal,8567,2,236,2439,2.0,0,2,2,1982,9,27,0.0,3.0,0.0,3,0
4503,Non-Fatal,12930,2,236,694,1.0,0,2,3,1991,1,16,0.0,2.0,0.0,2,0
4504,Non-Fatal,7752,1,236,2961,2.0,0,2,10,1994,1,27,0.0,2.0,0.0,2,0
4505,Fatal,6649,0,236,941,2.0,0,2,4,1991,1,17,4.0,4.0,100.0,0,0
4506,Fatal,467,0,236,694,1.0,0,2,9,1991,1,18,2.0,2.0,50.0,1,0
4507,Fatal,8904,0,236,2069,2.0,0,0,1,1994,1,26,1.0,1.0,100.0,0,0
4508,Non-Fatal,8016,2,236,933,1.0,0,2,1,1994,1,25,0.0,1.0,0.0,1,0
4509,Fatal,6456,0,236,3779,1.0,0,2,2,1991,1,19,2.0,2.0,100.0,0,0
4510,Fatal,789,0,236,933,2.0,0,2,0,1991,1,24,1.0,1.0,100.0,0,0
4511,Non-Fatal,10089,2,236,667,1.0,0,2,2,1994,1,16,0.0,1.0,0.0,1,0
4512,Non-Fatal,6764,2,236,694,1.0,0,0,0,1994,1,29,0.0,2.0,0.0,2,0
4513,Fatal,9213,0,236,1946,2.0,3,2,2,1994,1,5,10.0,10.0,100.0,0,0
4514,Non-Fatal,635,2,236,1207,2.0,0,2,6,1994,1,3,3.0,3.0,0.0,3,0
4515,Non-Fatal,6005,2,236,369,2.0,3,0,0,1991,1,30,0.0,6.0,0.0,6,0
4516,Non-Fatal,5778,2,236,369,2.0,3,2,3,1991,2,1,0.0,2.0,0.0,2,0
4517,Non-Fatal,142,2,236,6475,1.0,0,2,9,1991,2,2,0.0,3.0,0.0,3,0
4518,Non-Fatal,10988,2,236,1442,1.0,0,2,9,1982,10,3,1.0,3.0,0.0,3,0
4519,Fatal,7984,2,236,3545,1.0,0,1,11,1982,9,28,2.0,2.0,100.0,0,0
4520,Non-Fatal,1078,2,236,1207,2.0,0,2,2,1982,9,29,0.0,4.0,0.0,4,0
4521,Non-Fatal,2354,2,236,736,2.0,2,0,5,1994,2,24,0.0,6.0,0.0,6,0
4522,Non-Fatal,2008,2,236,2428,1.0,0,2,5,1982,10,2,0.0,3.0,0.0,3,0
4523,Non-Fatal,6493,2,236,698,1.0,0,2,5,1982,10,1,0.0,4.0,0.0,4,0
4524,Fatal,4721,0,236,1440,1.0,0,0,0,1994,2,20,6.0,6.0,83.33333333333334,1,0
4525,Fatal,626,0,236,1947,2.0,0,0,0,1990,12,29,1.0,1.0,100.0,0,0
4526,Non-Fatal,8580,0,236,1909,1.0,0,2,2,1982,10,1,1.0,1.0,0.0,1,0
4527,Non-Fatal,10615,0,236,2436,1.0,0,2,2,1994,2,19,3.0,3.0,0.0,3,0
4528,Non-Fatal,2125,2,236,941,2.0,0,2,5,1991,1,15,0.0,3.0,0.0,3,0
4529,Non-Fatal,2516,0,236,6398,1.0,0,2,3,1991,1,4,2.0,2.0,0.0,2,0
4530,Fatal,2168,0,236,1289,2.0,0,2,0,1994,2,6,2.0,2.0,100.0,0,0
4531,Non-Fatal,8487,0,236,3114,2.0,3,2,9,1991,1,11,1.0,1.0,0.0,1,0
4532,Non-Fatal,12770,2,236,369,2.0,3,0,5,1991,1,11,0.0,4.0,0.0,4,0
4533,Non-Fatal,1567,2,236,2664,1.0,0,2,5,1991,1,13,0.0,2.0,0.0,2,0
4534,Fatal,538,0,236,5540,1.0,0,2,6,1994,2,3,2.0,2.0,100.0,0,0
4535,Non-Fatal,4132,0,236,3382,2.0,0,2,1,1994,2,16,1.0,1.0,0.0,1,0
4536,Fatal,9804,0,236,1291,2.0,0,2,2,1993,9,19,2.0,2.0,100.0,0,0
4537,Non-Fatal,10868,2,236,1440,1.0,0,2,9,1991,4,6,0.0,3.0,0.0,3,0
4538,Non-Fatal,2219,2,236,932,2.0,0,2,5,1993,6,7,0.0,2.0,0.0,2,0
4539,Non-Fatal,12169,2,236,504,1.0,0,2,5,1993,6,6,0.0,4.0,0.0,4,0
4540,Fatal,3813,0,236,3776,1.0,0,0,2,1993,6,6,1.0,1.0,100.0,0,0
4541,Fatal,10376,0,236,6105,1.0,0,2,6,1991,6,22,1.0,1.0,100.0,0,0
4542,Fatal,7114,0,236,5540,1.0,0,0,2,1993,6,4,4.0,4.0,100.0,0,0
4543,Non-Fatal,6102,2,236,2426,1.0,0,2,10,1993,6,4,0.0,4.0,0.0,4,0
4544,Non-Fatal,5237,2,236,1420,1.0,0,2,10,1993,6,4,0.0,2.0,0.0,2,0
4545,Fatal,7277,0,236,1228,1.0,0,2,6,1991,6,26,2.0,2.0,100.0,0,1
4546,Non-Fatal,127,2,236,1896,1.0,0,2,9,1991,6,28,1.0,1.0,0.0,1,0
4547,Non-Fatal,6694,2,236,1420,1.0,0,2,9,1993,5,29,3.0,3.0,0.0,3,0
4548,Fatal,6758,0,236,2670,2.0,0,0,6,1993,5,28,4.0,4.0,100.0,0,0
4549,Non-Fatal,5468,2,236,1420,1.0,0,2,9,1982,1,13,0.0,4.0,0.0,4,0
4550,Fatal,9837,0,236,977,2.0,0,2,2,1991,6,30,6.0,6.0,100.0,0,0
4551,Fatal,12457,0,236,2428,1.0,0,2,0,1982,8,15,3.0,3.0,100.0,0,0
4552,Non-Fatal,9143,2,236,943,2.0,0,2,5,1982,8,15,0.0,1.0,0.0,1,0
4553,Non-Fatal,703,2,236,2950,2.0,0,2,5,1991,7,1,0.0,1.0,0.0,1,0
4554,Non-Fatal,1902,2,236,6106,1.0,0,2,5,1991,7,1,0.0,2.0,0.0,2,0
4555,Fatal,7321,0,236,1909,1.0,0,2,9,1993,6,7,2.0,2.0,100.0,0,0
4556,Fatal,5832,0,236,1294,2.0,0,2,2,1991,6,21,1.0,1.0,100.0,0,0
4557,Fatal,13756,0,236,2961,2.0,3,0,9,1993,6,8,1.0,1.0,100.0,0,0
4558,Fatal,12398,0,236,1365,1.0,0,0,2,1993,6,9,2.0,2.0,100.0,0,0
4559,Fatal,851,0,236,933,2.0,0,0,6,1993,6,29,3.0,3.0,100.0,0,0
4560,Non-Fatal,405,2,236,2375,2.0,0,2,5,1982,1,15,0.0,2.0,0.0,2,0
4561,Non-Fatal,8743,2,236,2053,1.0,0,2,5,1982,8,20,0.0,1.0,0.0,1,0
4562,Non-Fatal,8010,2,236,3159,1.0,0,2,10,1991,6,11,0.0,2.0,0.0,2,0
4563,Non-Fatal,8010,2,236,3103,1.0,0,2,10,1991,6,11,0.0,2.0,0.0,2,0
4564,Non-Fatal,12811,2,236,2965,1.0,0,0,9,1993,6,25,4.0,4.0,0.0,4,0
4565,Non-Fatal,12776,2,236,1896,1.0,0,2,3,1993,6,23,0.0,1.0,0.0,1,0
4566,Non-Fatal,5930,2,236,1896,1.0,0,2,5,1993,6,15,0.0,1.0,0.0,1,0
4567,Non-Fatal,3237,2,236,3545,1.0,0,2,9,1993,6,14,0.0,4.0,0.0,4,0
4568,Non-Fatal,7729,2,236,946,2.0,0,2,5,1982,8,17,0.0,1.0,0.0,1,0
4569,Fatal,4135,2,236,1298,2.0,0,2,9,1993,6,11,3.0,3.0,66.66666666666666,1,0
4570,Non-Fatal,3508,2,236,1291,2.0,0,2,9,1993,6,10,0.0,2.0,0.0,2,0
4571,Non-Fatal,13580,2,236,369,2.0,3,2,5,1993,6,10,1.0,6.0,0.0,6,0
4572,Non-Fatal,9473,2,236,694,1.0,0,2,2,1993,6,19,3.0,3.0,0.0,3,0
4573,Non-Fatal,1455,2,236,2435,1.0,0,2,5,1991,7,2,0.0,4.0,0.0,4,0
4574,Non-Fatal,9404,2,236,3159,1.0,0,2,9,1993,5,23,2.0,2.0,0.0,2,0
4575,Non-Fatal,226,2,236,4563,1.0,0,2,9,1982,8,13,2.0,2.0,0.0,2,0
4576,Non-Fatal,4139,2,236,1422,1.0,0,2,0,1993,5,4,0.0,2.0,0.0,2,0
4577,Non-Fatal,13065,2,236,1294,2.0,0,2,5,1991,7,12,0.0,3.0,0.0,3,0
4578,Fatal,8246,0,236,982,2.0,3,0,1,1993,5,1,2.0,2.0,100.0,0,0
4579,Non-Fatal,13695,2,236,2961,2.0,0,2,9,1993,5,1,0.0,10.0,0.0,10,0
4580,Fatal,12221,0,236,933,2.0,0,2,2,1993,4,29,2.0,2.0,100.0,0,0
4581,Fatal,11269,0,236,2449,2.0,3,2,6,1993,4,28,2.0,2.0,100.0,0,0
4582,Non-Fatal,968,2,236,1896,1.0,0,2,9,1991,7,14,2.0,2.0,0.0,2,0
4583,Non-Fatal,5194,2,236,3549,2.0,0,2,2,1991,7,14,1.0,7.0,0.0,7,0
4584,Fatal,12509,0,236,933,2.0,0,2,9,1993,4,25,2.0,2.0,100.0,0,0
4585,Fatal,7040,0,236,2944,2.0,0,0,2,1993,5,4,1.0,1.0,100.0,0,0
4586,Non-Fatal,2843,2,236,924,2.0,0,2,0,1991,7,17,0.0,2.0,0.0,2,0
4587,Non-Fatal,7781,0,236,977,2.0,0,2,9,1991,7,17,3.0,3.0,0.0,3,0
4588,Non-Fatal,165,2,236,1909,1.0,0,2,9,1993,4,17,0.0,2.0,0.0,2,0
4589,Non-Fatal,972,2,236,6467,1.0,0,2,9,1993,4,16,0.0,2.0,0.0,2,0
4590,Non-Fatal,11129,2,236,2426,1.0,0,2,5,1993,4,15,2.0,2.0,0.0,2,0
4591,Non-Fatal,13115,2,236,1946,2.0,3,2,2,1991,7,20,2.0,3.0,0.0,3,0
4592,Non-Fatal,2155,2,236,2357,1.0,0,2,5,1991,7,16,0.0,2.0,0.0,2,0
4593,Non-Fatal,8093,2,236,2426,1.0,0,2,9,1993,6,30,0.0,1.0,0.0,1,0
4594,Non-Fatal,2297,2,236,1894,2.0,3,2,10,1993,5,4,0.0,1.0,0.0,1,0
4595,Non-Fatal,1566,2,236,946,2.0,0,2,5,1993,5,22,0.0,4.0,0.0,4,0
4596,Non-Fatal,13385,2,236,980,2.0,3,2,9,1982,6,4,0.0,3.0,0.0,3,1
4597,Fatal,8991,0,236,2346,2.0,0,2,5,1993,5,22,2.0,2.0,50.0,1,0
4598,Non-Fatal,5261,2,236,711,1.0,0,2,1,1993,5,17,0.0,2.0,0.0,2,0
4599,Non-Fatal,6595,0,236,2961,2.0,0,2,2,1982,8,13,2.0,2.0,0.0,2,0
4600,Non-Fatal,1103,2,236,933,2.0,0,2,5,1982,8,12,0.0,5.0,0.0,5,0
4601,Non-Fatal,4188,2,236,2947,1.0,0,2,5,1982,8,12,0.0,2.0,0.0,2,0
4602,Non-Fatal,127,2,236,4563,1.0,0,0,3,1982,1,12,1.0,2.0,0.0,2,0
4603,Non-Fatal,2649,2,236,2961,2.0,0,2,5,1982,8,12,0.0,2.0,0.0,2,0
4604,Non-Fatal,980,2,236,2074,1.0,0,2,4,1991,7,6,2.0,2.0,0.0,2,0
4605,Fatal,10578,0,236,6475,1.0,0,2,9,1991,7,6,3.0,3.0,100.0,0,0
4606,Non-Fatal,13386,2,236,3159,1.0,0,2,1,1991,7,6,0.0,1.0,0.0,1,0
4607,Fatal,9428,0,236,3387,1.0,0,2,0,1991,7,6,2.0,2.0,100.0,0,0
4608,Non-Fatal,11131,2,236,1440,1.0,0,2,4,1993,5,11,4.0,4.0,0.0,4,0
4609,Fatal,12271,0,236,1437,1.0,0,2,9,1993,5,5,4.0,4.0,25.0,3,0
4610,Non-Fatal,9613,2,236,2967,2.0,0,2,0,1982,8,10,1.0,1.0,0.0,1,0
4611,Fatal,1103,0,236,2449,2.0,3,0,0,1991,7,10,15.0,15.0,86.66666666666667,2,0
4612,Fatal,12519,0,236,3545,1.0,0,2,9,1982,8,12,2.0,2.0,100.0,0,0
4613,Non-Fatal,9457,2,236,2428,1.0,0,2,2,1982,8,21,0.0,4.0,0.0,4,0
4614,Non-Fatal,520,2,236,1295,2.0,0,2,5,1993,7,3,0.0,5.0,0.0,5,0
4615,Non-Fatal,7936,2,236,504,1.0,0,2,5,1993,8,22,0.0,1.0,0.0,1,0
4616,Fatal,7716,2,236,3160,1.0,0,2,2,1993,8,22,2.0,2.0,100.0,0,0
4617,Non-Fatal,4267,2,236,1291,2.0,0,2,5,1982,9,3,0.0,1.0,0.0,1,0
4618,Non-Fatal,11235,2,236,1440,1.0,0,2,5,1982,9,3,0.0,3.0,0.0,3,0
4619,Non-Fatal,6586,2,236,2426,1.0,0,2,2,1993,8,21,0.0,2.0,0.0,2,0
4620,Non-Fatal,4676,2,236,3159,1.0,0,2,5,1991,4,29,0.0,2.0,0.0,2,0
4621,Non-Fatal,8172,2,236,1418,1.0,0,0,0,1993,8,18,1.0,1.0,0.0,1,0
4622,Non-Fatal,4668,2,236,1294,2.0,0,2,5,1982,9,2,0.0,1.0,0.0,1,0
4623,Non-Fatal,6223,2,236,3114,2.0,3,2,5,1991,5,4,0.0,8.0,0.0,8,0
4624,Non-Fatal,9742,2,236,3171,2.0,3,2,8,1993,8,13,0.0,4.0,0.0,4,0
4625,Non-Fatal,9295,0,236,2426,1.0,0,2,3,1982,1,18,4.0,4.0,0.0,4,0
4626,Fatal,5179,0,236,1365,1.0,0,2,1,1991,5,6,1.0,1.0,100.0,0,0
4627,Non-Fatal,13385,2,236,941,2.0,0,2,5,1991,5,6,0.0,1.0,0.0,1,0
4628,Non-Fatal,6958,2,236,933,2.0,0,2,5,1993,8,11,0.0,2.0,0.0,2,0
4629,Non-Fatal,9882,1,236,1298,2.0,0,2,0,1982,9,1,0.0,2.0,0.0,2,0
4630,Non-Fatal,7753,2,236,3160,1.0,0,2,3,1993,8,10,0.0,1.0,0.0,1,0
4631,Non-Fatal,10066,2,236,1207,2.0,0,2,0,1993,8,8,0.0,2.0,0.0,2,0
4632,Non-Fatal,5311,2,236,1419,1.0,0,2,5,1982,8,30,0.0,2.0,0.0,2,0
4633,Fatal,1059,0,236,2965,1.0,0,2,0,1993,8,7,2.0,2.0,100.0,0,0
4634,Non-Fatal,3630,2,236,341,1.0,0,2,5,1993,8,26,0.0,2.0,0.0,2,0
4635,Non-Fatal,10431,2,236,1334,1.0,0,2,9,1993,9,12,1.0,1.0,0.0,1,0
4636,Non-Fatal,7490,2,236,694,1.0,0,2,2,1993,9,11,1.0,1.0,0.0,1,0
4637,Fatal,5901,2,236,3160,1.0,0,2,2,1993,9,10,2.0,2.0,100.0,0,0
4638,Fatal,2215,0,236,3121,1.0,0,0,1,1991,4,9,2.0,2.0,100.0,0,0
4639,Non-Fatal,4159,0,236,504,1.0,0,2,9,1982,9,6,4.0,4.0,0.0,4,0
4640,Non-Fatal,4281,2,236,694,1.0,0,2,9,1993,9,6,3.0,3.0,0.0,3,0
4641,Non-Fatal,10192,2,236,1440,1.0,0,2,9,1991,4,11,0.0,3.0,0.0,3,0
4642,Non-Fatal,13577,2,236,341,1.0,0,2,9,1993,8,31,0.0,2.0,0.0,2,0
4643,Non-Fatal,9375,2,236,4563,1.0,0,2,2,1993,8,31,0.0,2.0,0.0,2,0
4644,Non-Fatal,6268,2,236,1289,2.0,0,2,9,1993,8,29,0.0,1.0,0.0,1,0
4645,Non-Fatal,12754,2,236,696,1.0,0,2,2,1991,4,18,0.0,1.0,0.0,1,0
4646,Non-Fatal,12479,2,236,353,1.0,0,2,9,1993,8,28,0.0,1.0,0.0,1,0
4647,Fatal,292,0,236,2664,1.0,0,2,9,1993,8,27,2.0,2.0,100.0,0,0
4648,Non-Fatal,6338,2,236,6473,1.0,0,2,9,1993,8,27,2.0,2.0,0.0,2,0
4649,Non-Fatal,4410,2,236,2428,1.0,0,2,9,1982,9,5,4.0,4.0,0.0,4,0
4650,Non-Fatal,494,2,236,3387,1.0,0,2,0,1993,9,15,0.0,2.0,0.0,2,0
4651,Non-Fatal,6453,2,236,1295,2.0,0,2,9,1993,8,7,0.0,3.0,0.0,3,0
4652,Non-Fatal,9203,2,236,1442,1.0,0,2,9,1991,5,24,0.0,6.0,0.0,6,0
4653,Non-Fatal,899,2,236,2681,2.0,0,2,1,1982,6,3,0.0,4.0,0.0,4,0
4654,Fatal,697,0,236,3159,1.0,0,2,2,1993,7,25,3.0,3.0,100.0,0,0
4655,Fatal,11709,0,236,2426,1.0,0,2,4,1993,7,25,4.0,4.0,75.0,1,0
4656,Non-Fatal,4132,0,236,1270,2.0,0,2,2,1991,5,25,2.0,2.0,0.0,2,0
4657,Non-Fatal,2208,2,236,3713,1.0,0,2,6,1991,5,25,4.0,4.0,0.0,4,0
4658,Non-Fatal,3306,1,236,2426,1.0,0,2,8,1982,8,25,0.0,1.0,0.0,1,0
4659,Non-Fatal,4177,2,236,1440,1.0,0,2,9,1993,7,22,0.0,2.0,0.0,2,0
4660,Fatal,1308,0,236,1418,1.0,0,2,5,1993,7,21,1.0,1.0,100.0,0,0
4661,Fatal,9449,0,236,2435,1.0,0,2,2,1993,7,20,1.0,1.0,100.0,0,0
4662,Non-Fatal,1841,2,236,2050,1.0,0,2,2,1991,5,23,0.0,3.0,0.0,3,0
4663,Non-Fatal,6506,2,236,2375,2.0,0,2,0,1991,5,28,0.0,1.0,0.0,1,0
4664,Non-Fatal,2168,2,236,2428,1.0,0,2,5,1993,7,16,0.0,1.0,0.0,1,0
4665,Non-Fatal,3875,0,236,946,2.0,0,2,5,1993,7,16,3.0,3.0,0.0,3,0
4666,Fatal,5906,0,236,1291,2.0,0,2,9,1993,7,14,1.0,1.0,100.0,0,0
4667,Fatal,6584,0,236,1440,1.0,0,2,0,1991,6,1,4.0,4.0,100.0,0,0
4668,Non-Fatal,6061,2,236,3159,1.0,0,2,9,1993,7,9,0.0,5.0,0.0,5,0
4669,Non-Fatal,4605,2,236,1948,2.0,0,2,8,1991,6,1,0.0,2.0,0.0,2,0
4670,Non-Fatal,1711,0,236,1930,2.0,0,2,9,1991,6,2,12.0,12.0,0.0,12,0
4671,Non-Fatal,4269,2,236,6475,1.0,0,2,3,1993,7,6,0.0,1.0,0.0,1,0
4672,Non-Fatal,3916,2,236,1440,1.0,0,2,5,1993,7,6,0.0,1.0,0.0,1,0
4673,Non-Fatal,2663,2,236,2357,1.0,0,2,2,1991,5,28,4.0,4.0,0.0,4,0
4674,Fatal,613,0,236,2389,2.0,3,0,0,1993,8,7,4.0,4.0,100.0,0,0
4675,Non-Fatal,6339,2,236,2681,2.0,0,2,9,1993,7,25,1.0,1.0,0.0,1,0
4676,Non-Fatal,1104,2,236,1896,1.0,0,2,9,1993,7,26,3.0,3.0,0.0,3,0
4677,Non-Fatal,2184,2,236,3382,2.0,0,2,9,1982,8,30,0.0,1.0,0.0,1,0
4678,Non-Fatal,4742,2,236,694,1.0,0,2,5,1982,8,30,0.0,2.0,0.0,2,0
4679,Non-Fatal,7145,2,236,353,1.0,0,2,5,1993,8,5,0.0,3.0,0.0,3,0
4680,Non-Fatal,2348,2,236,6475,1.0,0,2,5,1982,8,29,0.0,3.0,0.0,3,0
4681,Non-Fatal,8973,2,236,1447,2.0,0,2,5,1993,8,3,0.0,3.0,0.0,3,0
4682,Non-Fatal,4973,2,236,695,1.0,0,2,4,1993,8,1,0.0,4.0,0.0,4,0
4683,Fatal,1697,0,236,1440,1.0,0,2,0,1991,5,15,2.0,2.0,100.0,0,0
4684,Fatal,7368,0,236,6475,1.0,0,2,3,1991,5,16,4.0,4.0,100.0,0,0
4685,Non-Fatal,10328,2,236,1440,1.0,0,2,2,1991,5,16,0.0,2.0,0.0,2,0
4686,Non-Fatal,3227,2,236,504,1.0,0,2,9,1991,5,18,0.0,2.0,0.0,2,0
4687,Non-Fatal,1279,2,236,2426,1.0,0,2,0,1991,5,18,3.0,3.0,0.0,3,0
4688,Non-Fatal,3722,2,236,2680,2.0,0,2,9,1991,5,18,0.0,2.0,0.0,2,0
4689,Non-Fatal,2248,2,236,2426,1.0,0,1,6,1991,5,18,2.0,2.0,0.0,2,0
4690,Non-Fatal,11585,2,236,1907,1.0,0,2,5,1991,5,19,0.0,1.0,0.0,1,0
4691,Non-Fatal,5603,0,236,1365,1.0,0,0,4,1993,7,28,2.0,2.0,0.0,2,0
4692,Fatal,5157,0,236,694,1.0,0,2,9,1991,5,20,2.0,2.0,50.0,1,0
4693,Fatal,9759,0,236,3166,2.0,0,2,9,1982,1,17,2.0,2.0,100.0,0,0
4694,Non-Fatal,9694,2,236,918,2.0,0,2,4,1991,5,17,0.0,2.0,0.0,2,0
4695,Non-Fatal,4518,2,236,933,2.0,0,2,5,1983,5,12,0.0,3.0,0.0,3,0
4696,Fatal,7395,0,236,933,2.0,0,2,1,1995,8,13,1.0,1.0,100.0,0,0
4697,Non-Fatal,7779,0,236,1440,1.0,3,2,9,1996,5,24,0.0,3.0,0.0,3,0
4698,Non-Fatal,326,2,236,699,1.0,0,2,9,1997,9,6,0.0,4.0,0.0,4,0
4699,Non-Fatal,12169,2,236,694,1.0,0,2,9,1988,10,15,2.0,3.0,0.0,3,0
4700,Non-Fatal,4449,2,236,933,2.0,0,2,1,1988,10,15,1.0,1.0,0.0,1,0
4701,Non-Fatal,8391,2,236,1291,2.0,0,2,5,1997,9,1,0.0,3.0,0.0,3,0
4702,Non-Fatal,226,2,236,2973,2.0,3,2,5,1997,8,31,0.0,3.0,0.0,3,0
4703,Non-Fatal,579,2,236,2426,1.0,0,2,0,1983,7,31,2.0,3.0,0.0,3,0
4704,Non-Fatal,13087,2,236,4360,1.0,0,2,0,1997,8,30,2.0,2.0,0.0,2,0
4705,Non-Fatal,12695,2,236,1386,2.0,3,2,5,1983,7,31,0.0,8.0,0.0,8,0
4706,Fatal,1191,0,236,1424,1.0,0,2,0,1988,10,20,4.0,4.0,100.0,0,0
4707,Non-Fatal,4659,0,236,3545,1.0,0,2,1,1997,8,24,0.0,2.0,0.0,2,0
